01;041024;0000111100;117;Macro     
06;071024;0011468500;113;Santa Cruz
05;051024;0014495997;113;Santa Cruz
06;071024;0015600000;113;Santa Cruz
12;071024;0012768500;113;Santa Cruz
12;071024;0021321077;117;Macro     
14;051024;0010293000;113;Santa Cruz
05;071024;0069916700;113;Santa Cruz
14;071024;0014040000;113;Santa Cruz
01;071024;0026000500;113;Santa Cruz
